,county,state,lat,lon,year,date,disastertype,declarationtitle
9897,Manitowoc County,WI,44.0998341,-87.827992,2020,2020-03-13,Biological,COVID-19
9898,Marathon County,WI,44.8914036,-89.7748098,2020,2020-03-13,Biological,COVID-19
9899,Marquette County,WI,43.8122244,-89.3926785,2020,2020-03-13,Biological,COVID-19
9900,Menominee County,WI,45.0154357,-88.7089153,2020,2020-03-13,Biological,COVID-19
9901,Milwaukee County,WI,43.018032500000004,-87.58075460628575,2020,2020-03-13,Biological,COVID-19
9902,Monroe County,WI,43.9416755,-90.6397264,2020,2020-03-13,Biological,COVID-19
9903,Oconto County,WI,44.9988053,-88.2480072,2020,2020-03-13,Biological,COVID-19
9904,Oneida County,WI,45.6879163,-89.4779558,2020,2020-03-13,Biological,COVID-19
9905,Marinette County,WI,45.3834983,-88.0409574,2020,2020-03-13,Biological,COVID-19
9906,Outagamie County,WI,44.41603,-88.4602005,2020,2020-03-13,Biological,COVID-19
9907,Ozaukee County,WI,43.3569041,-87.9579748,2020,2020-03-13,Biological,COVID-19
9908,Pepin County,WI,44.6351571,-92.0101928,2020,2020-03-13,Biological,COVID-19
9909,Pierce County,WI,44.7186568,-92.3786114,2020,2020-03-13,Biological,COVID-19
9910,Portage County,WI,44.4604931,-89.5108818,2020,2020-03-13,Biological,COVID-19
9911,Price County,WI,45.676627,-90.368792,2020,2020-03-13,Biological,COVID-19
9912,Racine County,WI,42.72723705,-88.04296236745836,2020,2020-03-13,Biological,COVID-19
9913,Richland County,WI,43.3662526,-90.4557081,2020,2020-03-13,Biological,COVID-19
9914,Polk County,WI,45.4318573,-92.407472,2020,2020-03-13,Biological,COVID-19
9915,Rock County,WI,42.6654418,-89.081772,2020,2020-03-13,Biological,COVID-19
9916,Rusk County,WI,45.4589749,-91.1240967,2020,2020-03-13,Biological,COVID-19
9917,St. Croix County,WI,45.0312388,-92.4679305,2020,2020-03-13,Biological,COVID-19
9918,Sauk County,WI,43.4401728,-89.9653841,2020,2020-03-13,Biological,COVID-19
9919,Sawyer County,WI,45.8731634,-91.1468287,2020,2020-03-13,Biological,COVID-19
9920,Sheboygan County,WI,43.7128967,-87.9370433,2020,2020-03-13,Biological,COVID-19
9921,Shawano County,WI,44.7817214,-88.7118868,2020,2020-03-13,Biological,COVID-19
9922,Taylor County,WI,45.2057106,-90.4915874,2020,2020-03-13,Biological,COVID-19
9923,Trempealeau County,WI,44.2782406,-91.3828806,2020,2020-03-13,Biological,COVID-19
9924,Vernon County,WI,43.5811229,-90.8231247,2020,2020-03-13,Biological,COVID-19
9925,Vilas County,WI,46.0382686,-89.4734462,2020,2020-03-13,Biological,COVID-19
9926,Walworth County,WI,42.6675179,-88.5413006952234,2020,2020-03-13,Biological,COVID-19
9927,Washburn County,WI,45.8926321,-91.7971652,2020,2020-03-13,Biological,COVID-19
9928,Washington County,WI,43.3734986,-88.2370888,2020,2020-03-13,Biological,COVID-19
9929,Waukesha County,WI,43.0622536,-88.3123889,2020,2020-03-13,Biological,COVID-19
9930,Waupaca County,WI,44.4927889,-88.9650419,2020,2020-03-13,Biological,COVID-19
9931,Waushara County,WI,44.1103406,-89.2347222,2020,2020-03-13,Biological,COVID-19
9932,Winnebago County,WI,44.0697014,-88.6516527,2020,2020-03-13,Biological,COVID-19
9933,Wood County,WI,44.4517617,-90.0199618,2020,2020-03-13,Biological,COVID-19
9934,Bay Mills Indian Reservation,MI,46.4483333,-84.5972222,2020,2020-03-13,Biological,COVID-19
9945,Alger County,MI,46.4047895,-86.5280993,2020,2020-03-13,Biological,COVID-19
9946,Allegan County,MI,42.5867203,-85.8861492,2020,2020-03-13,Biological,COVID-19
9947,Alpena County,MI,45.0176181,-83.6670019,2020,2020-03-13,Biological,COVID-19
9948,Antrim County,MI,44.9947369,-85.1133189,2020,2020-03-13,Biological,COVID-19
9949,Arenac County,MI,44.0608193,-83.8718694,2020,2020-03-13,Biological,COVID-19
9950,Alcona County,MI,44.6765986,-83.5908023,2020,2020-03-13,Biological,COVID-19
9951,Bay County,MI,43.6957567,-83.9402747,2020,2020-03-13,Biological,COVID-19
9952,Benzie County,MI,44.6408868,-85.9928452,2020,2020-03-13,Biological,COVID-19
9953,Berrien County,MI,41.9838614,-86.3985714,2020,2020-03-13,Biological,COVID-19
9954,Branch County,MI,41.916753,-85.0649374,2020,2020-03-13,Biological,COVID-19
9955,Calhoun County,MI,42.2461339,-85.0229223,2020,2020-03-13,Biological,COVID-19
9956,Cass County,MI,41.9090169,-85.9970051,2020,2020-03-13,Biological,COVID-19
9957,Baraga County,MI,46.6354348,-88.3876368,2020,2020-03-13,Biological,COVID-19
9958,Barry County,MI,42.5910739,-85.3242417,2020,2020-03-13,Biological,COVID-19
9959,Cheboygan County,MI,45.4417481,-84.4768486,2020,2020-03-13,Biological,COVID-19
9960,Chippewa County,MI,46.3111149,-84.6428564,2020,2020-03-13,Biological,COVID-19
9961,Charlevoix County,MI,45.202075,-84.9676387,2020,2020-03-13,Biological,COVID-19
9962,Crawford County,MI,44.6769346,-84.6237147,2020,2020-03-13,Biological,COVID-19
9963,Delta County,MI,46.0236602,-86.8950252,2020,2020-03-13,Biological,COVID-19
9964,Clinton County,MI,42.9435238,-84.6125345,2020,2020-03-13,Biological,COVID-19
9965,Clare County,MI,43.9688673,-84.8505091,2020,2020-03-13,Biological,COVID-19
9966,Dickinson County,MI,45.9874631,-87.8864905,2020,2020-03-13,Biological,COVID-19
9967,Eaton County,MI,42.5935964,-84.8443666,2020,2020-03-13,Biological,COVID-19
9968,Emmet County,MI,45.5064041,-84.8567966,2020,2020-03-13,Biological,COVID-19
9969,Genesee County,MI,43.0220032,-83.7274305,2020,2020-03-13,Biological,COVID-19
9970,Gladwin County,MI,43.9747774,-84.3873235,2020,2020-03-13,Biological,COVID-19
9971,Gogebic County,MI,46.403433,-89.6626791,2020,2020-03-13,Biological,COVID-19
9972,Grand Traverse County,MI,44.6409162,-85.5801336,2020,2020-03-13,Biological,COVID-19
9973,Gratiot County,MI,43.2903117,-84.6098023,2020,2020-03-13,Biological,COVID-19
9974,Hillsdale County,MI,41.8779105,-84.5984396,2020,2020-03-13,Biological,COVID-19
9975,Houghton County,MI,46.8591287,-88.7774734,2020,2020-03-13,Biological,COVID-19
9976,Huron County,MI,43.8385749,-83.0221987,2020,2020-03-13,Biological,COVID-19
9977,Ionia County,MI,42.9469688,-85.0713945,2020,2020-03-13,Biological,COVID-19
9978,Iosco County,MI,44.3501989,-83.6582168,2020,2020-03-13,Biological,COVID-19
9979,Iron County,MI,46.2178577,-88.5463241,2020,2020-03-13,Biological,COVID-19
9980,Isabella County,MI,43.6306545,-84.8468516,2020,2020-03-13,Biological,COVID-19
9981,Jackson County,MI,42.2416466,-84.425589,2020,2020-03-13,Biological,COVID-19
9982,Ingham County,MI,42.5860505,-84.3800841,2020,2020-03-13,Biological,COVID-19
9983,Kalamazoo County,MI,42.2494968,-85.5372797,2020,2020-03-13,Biological,COVID-19
9984,Kalkaska County,MI,44.6780512,-85.1002509,2020,2020-03-13,Biological,COVID-19
9985,Kent County,MI,43.0024013,-85.5502718,2020,2020-03-13,Biological,COVID-19
9986,Keweenaw County,MI,47.3876058,-88.0742387,2020,2020-03-13,Biological,COVID-19
9987,Lake County,MI,43.9699997,-85.7884997,2020,2020-03-13,Biological,COVID-19
9988,Lapeer County,MI,43.0904764,-83.2333705,2020,2020-03-13,Biological,COVID-19
9989,Leelanau County,MI,44.8878795,-85.8119919,2020,2020-03-13,Biological,COVID-19
9990,Lenawee County,MI,41.8735258,-84.0624323,2020,2020-03-13,Biological,COVID-19
9991,Livingston County,MI,42.5924563,-83.9147925,2020,2020-03-13,Biological,COVID-19
9992,Luce County,MI,46.4824144,-85.5556156,2020,2020-03-13,Biological,COVID-19
9993,Mackinac County,MI,46.085237,-85.0336698,2020,2020-03-13,Biological,COVID-19
9994,Macomb County,MI,42.6741189,-82.902901,2020,2020-03-13,Biological,COVID-19
9995,Manistee County,MI,44.3308044,-86.0262043,2020,2020-03-13,Biological,COVID-19
9996,Marquette County,MI,46.4481521,-87.6305899,2020,2020-03-13,Biological,COVID-19
9997,Mason County,MI,43.9778831,-86.246291,2020,2020-03-13,Biological,COVID-19
9998,Mecosta County,MI,43.6375503,-85.3168199,2020,2020-03-13,Biological,COVID-19
9999,Menominee County,MI,45.5785741,-87.562159,2020,2020-03-13,Biological,COVID-19
10000,Missaukee County,MI,44.336979,-85.1070535,2020,2020-03-13,Biological,COVID-19
10001,Midland County,MI,43.634525,-84.3840821,2020,2020-03-13,Biological,COVID-19
10002,Monroe County,MI,41.9153358,-83.5135665,2020,2020-03-13,Biological,COVID-19
10003,Montcalm County,MI,43.3055418,-85.112198,2020,2020-03-13,Biological,COVID-19
10004,Montmorency County,MI,45.0192008,-84.1322903,2020,2020-03-13,Biological,COVID-19
10005,Muskegon County,MI,43.2484584,-86.129351,2020,2020-03-13,Biological,COVID-19
10006,Newaygo County,MI,43.5121225,-85.7944976,2020,2020-03-13,Biological,COVID-19
10007,Oakland County,MI,42.6618842,-83.3804439,2020,2020-03-13,Biological,COVID-19
10008,Oceana County,MI,43.6200297,-86.277073,2020,2020-03-13,Biological,COVID-19
10009,Ogemaw County,MI,44.3364914,-84.125549,2020,2020-03-13,Biological,COVID-19
10010,Ontonagon County,MI,46.6471877,-89.3293792,2020,2020-03-13,Biological,COVID-19
10011,Osceola County,MI,43.9654579,-85.3310847,2020,2020-03-13,Biological,COVID-19
10012,Otsego County,MI,45.0244123,-84.6136788,2020,2020-03-13,Biological,COVID-19
10013,Ottawa County,MI,42.9547143,-85.9827867,2020,2020-03-13,Biological,COVID-19
10014,Presque Isle County,MI,45.3375258,-83.9567881,2020,2020-03-13,Biological,COVID-19
10015,Oscoda County,MI,44.6789109,-84.1467693,2020,2020-03-13,Biological,COVID-19
10016,Roscommon County,MI,44.3326932,-84.6165164,2020,2020-03-13,Biological,COVID-19
10017,Saginaw County,MI,43.3326882,-84.0468403,2020,2020-03-13,Biological,COVID-19
10018,St. Clair County,MI,42.9426715,-82.6283554,2020,2020-03-13,Biological,COVID-19
10019,St. Joseph County,MI,41.9031963,-85.5356726,2020,2020-03-13,Biological,COVID-19
10020,Schoolcraft County,MI,46.1902943,-86.1833841,2020,2020-03-13,Biological,COVID-19
10021,Shiawassee County,MI,42.9429488,-84.1458259,2020,2020-03-13,Biological,COVID-19
10022,Tuscola County,MI,43.4776781,-83.3951071,2020,2020-03-13,Biological,COVID-19
10023,Sanilac County,MI,43.4150687,-82.8234745,2020,2020-03-13,Biological,COVID-19
10024,Van Buren County,MI,42.2710763,-86.013973,2020,2020-03-13,Biological,COVID-19
10025,Washtenaw County,MI,42.2582044,-83.8440853,2020,2020-03-13,Biological,COVID-19
10026,Wayne County,MI,42.2682408,-83.2844172,2020,2020-03-13,Biological,COVID-19
10027,Wexford County,MI,44.3353211,-85.5741088,2020,2020-03-13,Biological,COVID-19
10029,Brighton Indian Reservation,FL,27.1189394,-81.083678,2020,2020-03-13,Biological,COVID-19
10030,Hollywood Indian Reservation,FL,39.0052789,-76.9220657,2020,2020-03-13,Biological,COVID-19
10032,Immokalee Indian Reservation,FL,26.433644,-81.424401,2020,2020-03-13,Biological,COVID-19
10033,Tampa Reservation,FL,27.99334475,-82.37114354660511,2020,2020-03-13,Biological,COVID-19
10034,Catawba Indian Reservation,SC,34.90524785,-80.8864620074782,2020,2020-03-13,Biological,COVID-19
10035,Abbeville County,SC,34.2264946,-82.4364036,2020,2020-03-13,Biological,COVID-19
10036,Aiken County,SC,33.5723191,-81.6182086,2020,2020-03-13,Biological,COVID-19
10037,Allendale County,SC,32.9635006,-81.3400056,2020,2020-03-13,Biological,COVID-19
10038,Anderson County,SC,34.5258335,-82.652962,2020,2020-03-13,Biological,COVID-19
10039,Bamberg County,SC,33.2130154,-81.0166235,2020,2020-03-13,Biological,COVID-19
10040,Barnwell County,SC,33.2641009,-81.4190808,2020,2020-03-13,Biological,COVID-19
10041,Beaufort County,SC,32.3850708,-80.6923169,2020,2020-03-13,Biological,COVID-19
10042,Berkeley County,SC,33.1595951,-79.9070461,2020,2020-03-13,Biological,COVID-19
10043,Calhoun County,SC,33.6567769,-80.7603948,2020,2020-03-13,Biological,COVID-19
10044,Charleston County,SC,32.8152646,-79.7996814,2020,2020-03-13,Biological,COVID-19
10045,Cherokee County,SC,35.0372626,-81.6480755,2020,2020-03-13,Biological,COVID-19
10046,Chester County,SC,34.6859896,-81.1545073,2020,2020-03-13,Biological,COVID-19
10047,Chesterfield County,SC,34.6500578,-80.1417843,2020,2020-03-13,Biological,COVID-19
10048,Clarendon County,SC,33.6653463,-80.2277002,2020,2020-03-13,Biological,COVID-19
10049,Colleton County,SC,32.8620726,-80.677114,2020,2020-03-13,Biological,COVID-19
10050,Darlington County,SC,34.3609331,-79.9438572,2020,2020-03-13,Biological,COVID-19
10051,Dillon County,SC,34.4014089,-79.3864339,2020,2020-03-13,Biological,COVID-19
10052,Dorchester County,SC,33.0756291,-80.3431133,2020,2020-03-13,Biological,COVID-19
10053,Edgefield County,SC,33.7635851,-81.9759066,2020,2020-03-13,Biological,COVID-19
10054,Fairfield County,SC,34.4091797,-81.1131228,2020,2020-03-13,Biological,COVID-19
10055,Florence County,SC,33.986694,-79.6644927,2020,2020-03-13,Biological,COVID-19
10056,Georgetown County,SC,33.4392245,-79.3343041,2020,2020-03-13,Biological,COVID-19
10057,Greenville County,SC,34.8550021,-82.3356457,2020,2020-03-13,Biological,COVID-19
10058,Greenwood County,SC,34.1489805,-82.112882,2020,2020-03-13,Biological,COVID-19
10059,Hampton County,SC,32.7861789,-81.1237271,2020,2020-03-13,Biological,COVID-19
10060,Horry County,SC,33.9204504,-78.9578973,2020,2020-03-13,Biological,COVID-19
10061,Jasper County,SC,32.4048602,-81.0414726,2020,2020-03-13,Biological,COVID-19
10062,Kershaw County,SC,34.3334398,-80.5669895,2020,2020-03-13,Biological,COVID-19
10063,Lancaster County,SC,34.6628067,-80.700546,2020,2020-03-13,Biological,COVID-19
10064,Laurens County,SC,34.4646451,-81.9944042,2020,2020-03-13,Biological,COVID-19
10065,Lee County,SC,34.1619217,-80.2539608,2020,2020-03-13,Biological,COVID-19
10066,Lexington County,SC,33.8986841,-81.275054,2020,2020-03-13,Biological,COVID-19
10067,McCormick County,SC,33.8795325,-82.2797719,2020,2020-03-13,Biological,COVID-19
10068,Marion County,SC,34.0572007,-79.3987578,2020,2020-03-13,Biological,COVID-19
10069,Marlboro County,SC,34.5810346,-79.6742033,2020,2020-03-13,Biological,COVID-19
10070,Newberry County,SC,34.3266879,-81.5830086,2020,2020-03-13,Biological,COVID-19
10071,Oconee County,SC,34.7622221,-83.1099645,2020,2020-03-13,Biological,COVID-19
10072,Orangeburg County,SC,33.4054944,-80.778429,2020,2020-03-13,Biological,COVID-19
10073,Richland County,SC,34.0190006,-80.9176832,2020,2020-03-13,Biological,COVID-19
10074,Pickens County,SC,34.8882592,-82.7193824,2020,2020-03-13,Biological,COVID-19
10075,Saluda County,SC,34.00497795,-81.74468468950093,2020,2020-03-13,Biological,COVID-19
10076,Spartanburg County,SC,34.937029,-81.9955954,2020,2020-03-13,Biological,COVID-19
10077,Sumter County,SC,33.8998826,-80.3237032,2020,2020-03-13,Biological,COVID-19
10078,Union County,SC,34.6941696,-81.642794,2020,2020-03-13,Biological,COVID-19
10079,Williamsburg County,SC,33.6442699,-79.7442135,2020,2020-03-13,Biological,COVID-19
10080,York County,SC,34.9603293,-81.1655408,2020,2020-03-13,Biological,COVID-19
10082,Baldwin County,AL,30.5677527,-87.7324392,2020,2020-03-13,Biological,COVID-19
10083,Barbour County,AL,31.8589311,-85.4032078,2020,2020-03-13,Biological,COVID-19
10084,Bibb County,AL,32.971079,-87.1227088,2020,2020-03-13,Biological,COVID-19
10085,Blount County,AL,33.9510169,-86.5702002,2020,2020-03-13,Biological,COVID-19
10086,Autauga County,AL,32.5165255,-86.6319403,2020,2020-03-13,Biological,COVID-19
10087,Butler County,AL,31.7340713,-86.6754793,2020,2020-03-13,Biological,COVID-19
10088,Calhoun County,AL,33.7514505,-85.8315666,2020,2020-03-13,Biological,COVID-19
10089,Chambers County,AL,32.8901658,-85.3866953,2020,2020-03-13,Biological,COVID-19
10090,Cherokee County,AL,34.1142554,-85.6004514,2020,2020-03-13,Biological,COVID-19
10091,Bullock County,AL,32.09929,-85.7091657,2020,2020-03-13,Biological,COVID-19
10092,Chilton County,AL,32.8522565,-86.7032845,2020,2020-03-13,Biological,COVID-19
10093,Choctaw County,AL,31.9908095,-88.2821326,2020,2020-03-13,Biological,COVID-19
10094,Clarke County,AL,31.659134,-87.8192486,2020,2020-03-13,Biological,COVID-19
10095,Clay County,AL,33.2423393,-85.819651,2020,2020-03-13,Biological,COVID-19
10096,Cleburne County,AL,33.6506958,-85.5017359,2020,2020-03-13,Biological,COVID-19
10097,Colbert County,AL,34.6473396,-87.7921769,2020,2020-03-13,Biological,COVID-19
10098,Conecuh County,AL,31.3966783,-86.9437104,2020,2020-03-13,Biological,COVID-19
10099,Coosa County,AL,32.9181762,-86.2327497,2020,2020-03-13,Biological,COVID-19
10100,Covington County,AL,31.196549,-86.4597236,2020,2020-03-13,Biological,COVID-19
10101,Crenshaw County,AL,31.6809362,-86.3244009,2020,2020-03-13,Biological,COVID-19
10102,Cullman County,AL,34.1335332,-86.8779268,2020,2020-03-13,Biological,COVID-19
10103,Coffee County,AL,31.3629619,-85.9870669,2020,2020-03-13,Biological,COVID-19
10104,Dallas County,AL,32.3117968,-87.1046643,2020,2020-03-13,Biological,COVID-19
10105,DeKalb County,AL,34.4524349,-85.7662118,2020,2020-03-13,Biological,COVID-19
10106,Elmore County,AL,32.5801231,-86.125195,2020,2020-03-13,Biological,COVID-19
10107,Escambia County,AL,31.1168422,-87.1070947,2020,2020-03-13,Biological,COVID-19
10108,Etowah County,AL,34.0371404,-86.022147,2020,2020-03-13,Biological,COVID-19
10109,Fayette County,AL,33.7303493,-87.7419088,2020,2020-03-13,Biological,COVID-19
10110,Dale County,AL,31.3940969,-85.623763,2020,2020-03-13,Biological,COVID-19
10111,Franklin County,AL,34.440962,-87.8339064,2020,2020-03-13,Biological,COVID-19
10112,Geneva County,AL,31.0862933,-85.803014,2020,2020-03-13,Biological,COVID-19
10113,Greene County,AL,32.8620514,-87.9915392,2020,2020-03-13,Biological,COVID-19
10114,Hale County,AL,32.7412417,-87.6561668,2020,2020-03-13,Biological,COVID-19
10115,Henry County,AL,31.4838041,-85.2447377,2020,2020-03-13,Biological,COVID-19
10116,Houston County,AL,31.1355603,-85.2654592,2020,2020-03-13,Biological,COVID-19
10117,Jackson County,AL,34.7692447,-85.9867941,2020,2020-03-13,Biological,COVID-19
10118,Jefferson County,AL,33.5228184,-86.9164513,2020,2020-03-13,Biological,COVID-19
10119,Lamar County,AL,33.7490016,-88.1003689,2020,2020-03-13,Biological,COVID-19
10120,Lauderdale County,AL,34.9049555,-87.6747398,2020,2020-03-13,Biological,COVID-19
10121,Lawrence County,AL,34.4776367,-87.3017331,2020,2020-03-13,Biological,COVID-19
10122,Lee County,AL,32.5814796,-85.3077038,2020,2020-03-13,Biological,COVID-19
10123,Limestone County,AL,34.8342463,-86.9901321,2020,2020-03-13,Biological,COVID-19
10124,Lowndes County,AL,32.1088066,-86.6402541,2020,2020-03-13,Biological,COVID-19
10125,Macon County,AL,32.366606,-85.6660307,2020,2020-03-13,Biological,COVID-19
10126,Madison County,AL,34.7736807,-86.5675095,2020,2020-03-13,Biological,COVID-19
10127,Marengo County,AL,32.201002,-87.7569365,2020,2020-03-13,Biological,COVID-19
10128,Marion County,AL,34.1128132,-87.8544031,2020,2020-03-13,Biological,COVID-19
10129,Mobile County,AL,30.6488242,-88.194642,2020,2020-03-13,Biological,COVID-19
10130,Monroe County,AL,31.5593935,-87.3781004,2020,2020-03-13,Biological,COVID-19
10131,Marshall County,AL,34.3396046,-86.3301801,2020,2020-03-13,Biological,COVID-19
10132,Morgan County,AL,34.4296848,-86.8529584,2020,2020-03-13,Biological,COVID-19
10133,Montgomery County,AL,32.1672192,-86.1999118,2020,2020-03-13,Biological,COVID-19
10134,Pickens County,AL,33.2948421,-88.1244034,2020,2020-03-13,Biological,COVID-19
10135,Pike County,AL,31.7615793,-85.9259465,2020,2020-03-13,Biological,COVID-19
10136,Randolph County,AL,33.2651763,-85.4693961,2020,2020-03-13,Biological,COVID-19
10137,Russell County,AL,32.2698458,-85.1959487,2020,2020-03-13,Biological,COVID-19
10138,Perry County,AL,32.6421387,-87.2876639,2020,2020-03-13,Biological,COVID-19
10139,Shelby County,AL,33.2503347,-86.6639746,2020,2020-03-13,Biological,COVID-19
10140,Sumter County,AL,32.5234698,-88.1837986,2020,2020-03-13,Biological,COVID-19
10141,Talladega County,AL,33.3967079,-86.1597137,2020,2020-03-13,Biological,COVID-19
10142,St. Clair County,AL,33.7086407,-86.3364,2020,2020-03-13,Biological,COVID-19
10143,Tallapoosa County,AL,32.8595687,-85.8023774,2020,2020-03-13,Biological,COVID-19
10144,Tuscaloosa County,AL,33.2668398,-87.4862182,2020,2020-03-13,Biological,COVID-19
10145,Walker County,AL,33.7804491,-87.2767248,2020,2020-03-13,Biological,COVID-19
